budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance
0,9.861672,46405336.0,107.0,5.9,105.0,Malice,2246,3,0.3859
0,5.997712,24760338.0,114.0,6.2,125.0,The Man without a Face,10502,3,0.3807
13500000,8.939404,11285588.0,104.0,7.1,169.0,Manhattan Murder Mystery,10440,0,0.3776
3500000,5.260924,27900000.0,97.0,7.2,179.0,Menace II Society,9516,0,0.411
55000000,13.106291,121969216.0,133.0,5.8,261.0,Executive Decision,2320,2,0.3055
0,8.932494,0.0,105.0,6.5,112.0,In the Realm of the Senses,5879,3,0.3873
8000000,8.627239999999999,0.0,111.0,7.2,194.0,Much Ado About Nothing,11971,0,0.4014
0,6.579753,0.0,114.0,5.9,35.0,Mr. Jones,2625,3,0.3995
25000000,11.16553,441286195.0,125.0,7.0,1638.0,Mrs. Doubtfire,788,2,0.3532
0,8.665198,0.0,131.0,7.5,105.0,Naked,21450,0,0.468
12000000,9.9697,15826984.0,107.0,4.8,202.0,The Next Karate Kid,11231,1,0.4682
20000000,9.715187,15340000.0,118.0,6.1,86.0,No Escape,10447,3,0.3358
40000000,15.534707000000001,0.0,87.0,4.8,67.0,North,31586,1,0.4427
4000000,3.800785,0.0,93.0,6.7,53.0,Orlando,9300,3,0.3879
30000000,8.040589,135130999.0,138.0,7.2,376.0,A Perfect World,9559,0,0.3387
26000000,13.373006,206678440.0,125.0,7.6,1019.0,Philadelphia,9800,0,0.3692
7000000,7.436758,116700000.0,121.0,7.1,290.0,The Piano,713,0,0.3745
14000000,6.972599000000001,27515786.0,109.0,6.9,47.0,Poetic Justice,8291,0,0.3654
0,7.272296000000001,8638072.0,109.0,5.6,41.0,The Puppet Masters,25557,3,0.4154
11000000,5.868677,11439193.0,97.0,6.7,99.0,The Ref,10872,3,0.3625
11500000,12.222576,23237911.0,134.0,7.5,213.0,The Remains of the Day,1245,0,0.4254
40000000,4.985157,24332324.0,128.0,5.9,83.0,Renaissance Man,11858,3,0.3209
0,6.279082,107198790.0,125.0,5.8,188.0,Rising Sun,7007,3,0.3814
0,3.416181,0.0,118.0,5.5,43.0,The Road to Wellville,10467,1,0.4269
22000000,8.685798,10696210.0,104.0,4.2,309.0,RoboCop 3,5550,1,0.5634
20000000,17.136672,35739755.0,104.0,6.4,575.0,Robin Hood: Men in Tights,8005,3,0.3062
11500000,9.796318,3275585.0,100.0,5.7,36.0,Romeo Is Bleeding,2088,3,0.3773
0,5.157926,0.0,94.0,6.6,126.0,Romper Stomper,10412,3,0.3913
12000000,5.914833,22750363.0,114.0,7.2,187.0,Rudy,14534,0,0.3878
22000000,41.725122999999996,321365567.0,195.0,8.3,4436.0,Schindler's List,424,0,0.8266
0,5.7156080000000005,0.0,101.0,5.3,37.0,The Scout,35233,1,0.4465
0,12.048587,7266383.0,110.0,7.3,100.0,Searching for Bobby Fischer,14291,0,0.4391
0,6.499523,0.0,102.0,7.1,232.0,The Secret Garden,11236,0,0.4141
13000000,5.305311,7820688.0,95.0,6.4,137.0,Serial Mom,11592,3,0.3485
25000000,7.881107000000001,48063435.0,108.0,5.4,140.0,The Shadow,8850,1,0.3612
22000000,2.9658599999999997,0.0,131.0,6.8,61.0,Shadowlands,10445,0,0.3524
0,8.829336999999999,6110979.0,187.0,6.9,136.0,Short Cuts,695,0,0.4418
0,2.86213,7770731.0,98.0,5.2,31.0,Sirens,12519,1,0.4581
0,8.730025,0.0,112.0,6.5,75.0,Six Degrees of Separation,23210,3,0.3896
21000000,10.234919,227799884.0,105.0,6.5,630.0,Sleepless in Seattle,858,3,0.2953
40000000,11.23297,116300000.0,108.0,4.9,144.0,Sliver,867,1,0.4026
28000000,96.272374,33139618.0,117.0,7.9,3833.0,Blade Runner,78,0,0.7016
0,9.122717999999999,36448200.0,95.0,5.6,81.0,Son in Law,13203,3,0.4087
20000000,8.051914,11585483.0,93.0,6.1,131.0,So I Married an Axe Murderer,10442,3,0.3351
30,13.390917000000002,0.0,102.0,5.4,223.0,Striking Distance,11074,1,0.4241
48000000,7.198455,20915465.0,104.0,4.0,236.0,Super Mario Bros.,9607,1,0.5936
7400000,3.6446410000000005,7690013.0,96.0,6.1,53.0,Surviving the Game,17585,3,0.3697
50000000,8.012225,16478900.0,102.0,5.0,82.0,Terminal Velocity,9057,1,0.4038
0,10.82236,0.0,93.0,6.3,57.0,Threesome,10635,3,0.3899
18000000,17.730913,75634409.0,76.0,7.6,2135.0,The Nightmare Before Christmas,9479,0,0.4089
30000000,6.34785,53898845.0,105.0,6.2,219.0,The Three Musketeers,10057,3,0.3051
25000000,11.338194,56505065.0,130.0,7.4,632.0,Tombstone,11969,0,0.3613
12500000,17.189328,12281551.0,120.0,7.5,762.0,True Romance,319,0,0.3997
27000000,7.436000999999999,13670688.0,80.0,6.2,178.0,The Pagemaster,15139,3,0.323
0,5.14056,0.0,88.0,6.9,103.0,Welcome to the Dollhouse,11446,0,0.4089
0,2.759302,0.0,160.0,6.3,43.0,Germinal,51980,3,0.4078
0,5.513024,0.0,94.0,6.4,153.0,Cronos,11655,3,0.3853
0,3.647321,0.0,117.0,6.8,58.0,Kika,8223,0,0.4036
0,3.456868,0.0,100.0,7.2,74.0,"Ciao, Professore!",23637,0,0.4337
0,6.707109,67308282.0,82.0,6.3,214.0,The Little Rascals,10897,3,0.3728
0,3.139316,0.0,94.0,5.0,31.0,Andre,21352,1,0.487
0,2.904734,0.0,100.0,6.9,46.0,Dear Diary,25403,0,0.4108
0,4.233092,0.0,84.0,5.9,87.0,The Brady Bunch Movie,9066,3,0.4006
18000000,0.702543,476684675.0,103.0,7.1,2487.0,Home Alone,771,2,0.421
22000000,11.945397,505000000.0,127.0,6.9,1381.0,Ghost,251,2,0.3735
28000000,16.357419,504050219.0,90.0,7.4,3495.0,Aladdin,812,2,0.5343
100000000,22.661695,520000000.0,137.0,7.7,4274.0,Terminator 2: Judgment Day,280,4,0.7768
22000000,11.654349,424208848.0,181.0,7.6,1084.0,Dances with Wolves,581,0,0.4485
35000000,19.10673,411348924.0,126.0,7.0,2145.0,Batman,268,2,0.348
19000000,4.307222,272742922.0,119.0,8.1,4549.0,The Silence of the Lambs,274,0,0.7399
1488423,16.263878,184925486.0,83.0,6.9,1973.0,Snow White and the Seven Dwarfs,408,0,0.3633
25000000,23.433511,377350553.0,84.0,7.5,3029.0,Beauty and the Beast,10020,2,0.4632
2600000,14.202283999999999,84300000.0,88.0,6.9,1412.0,Pinocchio,10895,0,0.3509
14000000,13.348451,463000000.0,119.0,7.0,1807.0,Pretty Woman,114,0,0.3843
6244087,11.722424,638641.0,145.0,7.7,266.0,The Wild Bunch,576,0,0.4739
0,7.009946,97529550.0,108.0,6.1,160.0,One Fine Day,7300,3,0.3701
0,4.9835519999999995,13940383.0,93.0,5.0,64.0,Candyman: Farewell to the Flesh,10824,1,0.4817
7000000,12.61469,60611975.0,98.0,7.7,2080.0,Fargo,275,0,0.4426
0,14.657754,32709423.0,89.0,6.0,105.0,Homeward Bound II: Lost in San Francisco,25059,3,0.3867
9300000,7.640072999999999,0.0,90.0,6.3,150.0,Heavy Metal,11827,3,0.3584
4000000,5.263187,16675000.0,86.0,4.9,111.0,Hellraiser: Bloodline,8766,1,0.4827
0,2.420301,0.0,112.0,7.1,51.0,Jane Eyre,47333,0,0.4256
4000000,9.834047,55675257.0,78.0,7.1,1287.0,The Aristocats,10112,0,0.3688
0,2.286788,0.0,107.0,6.9,43.0,The Flower of My Secret,4307,0,0.4107
0,4.619915,442965.0,92.0,6.5,82.0,The Last Supper,12520,3,0.3917
30000000,10.326213000000001,102616183.0,129.0,7.4,644.0,Primal Fear,1592,0,0.3489
0,5.028897,8620678.0,82.0,5.0,50.0,All Dogs Go to Heaven 2,19042,1,0.4867
0,6.144235,0.0,109.0,7.0,53.0,Land and Freedom,38884,0,0.4161
0,5.70904,0.0,90.0,5.5,96.0,Sgt. Bilko,9099,1,0.4248
0,4.530079,0.0,107.0,5.4,74.0,Diabolique,10988,1,0.4336
0,4.7281629999999994,0.0,90.0,6.0,145.0,"Little Indian, Big City",11479,3,0.3914
46000000,11.595316,100860818.0,117.0,6.2,240.0,Courage Under Fire,10684,2,0.2888
80000000,15.793477,457696359.0,110.0,6.7,2677.0,Mission: Impossible,954,2,0.4079
57000000,23.636589999999998,115267375.0,103.0,6.4,553.0,DragonHeart,8840,2,0.279
0,3.09233,0.0,100.0,5.4,46.0,Eddie,11107,1,0.4362
0,3.804493,0.0,115.0,7.3,73.0,Purple Noon,10363,0,0.4438
38000000,13.217623000000001,28921264.0,79.0,6.2,375.0,James and the Giant Peach,10539,3,0.2993
0,6.9549259999999995,0.0,97.0,6.1,157.0,Fear,10543,3,0.386
14000000,14.587894,0.0,170.0,7.5,143.0,Underground,11902,0,0.4484
0,3.9007089999999995,536364.0,125.0,7.9,63.0,Pather Panchali,5801,0,0.5319
0,2.381806,16000.0,117.0,8.2,40.0,The World of Apu,896,0,0.5908
0,2.985163,0.0,73.0,7.0,71.0,Mystery Science Theater 3000: The Movie,3065,0,0.4242
80000000,11.054250999999999,250200000.0,88.0,6.5,1335.0,Space Jam,2300,2,0.3054
9000000,14.304205,2500000.0,98.0,5.7,149.0,Barbarella,8069,3,0.377
220000,4.658149,0.0,100.0,6.8,100.0,Alphaville,8072,0,0.4001
0,4.357971,0.0,107.0,4.7,37.0,Operation Dumbo Drop,27281,1,0.5332
0,10.685369999999999,0.0,114.0,5.8,60.0,The Substitute,20762,3,0.4023
275000,7.918417999999999,0.0,130.0,7.1,36.0,Faces,753,0,0.4271
30000000,7.941972,57400547.0,95.0,5.3,126.0,The Quest,9103,1,0.3659
0,5.794630000000001,0.0,107.0,6.2,73.0,Mulholland Falls,10990,3,0.3887
0,5.1212029999999995,0.0,93.0,5.7,86.0,The Truth About Cats & Dogs,8866,3,0.4092
31000000,10.813578999999999,74151346.0,74.0,6.5,372.0,Oliver & Company,12233,3,0.3023
0,1.9407470000000002,0.0,91.0,4.9,35.0,Celtic Pride,23449,1,0.5028
25530000,4.5570059999999994,20080020.0,95.0,5.3,85.0,Flipper,36355,1,0.381
9000000,6.505272,0.0,121.0,7.2,397.0,Dead Man,922,0,0.3898
0,7.326169,0.0,107.0,7.1,433.0,The Visitors,11687,0,0.4039
45000000,8.768806,0.0,117.0,5.5,158.0,Multiplicity,9304,1,0.3439
15000000,12.860385,24769466.0,101.0,6.3,388.0,The Craft,9100,3,0.3253
75000000,13.249823999999998,335062621.0,136.0,6.9,1474.0,The Rock,9802,2,0.3287
4000000,6.247819,0.0,105.0,7.0,105.0,Cemetery Man,21588,0,0.4006
92000000,8.739144,494471524.0,113.0,6.1,966.0,Twister,664,2,0.4033
0,5.877599,3793614.0,98.0,3.9,117.0,Barb Wire,11867,1,0.7054
0,10.686166,2287714.0,83.0,7.8,854.0,Ghost in the Shell,9323,0,0.4824
0,4.856229,0.0,92.0,5.5,125.0,Thinner,10280,1,0.4228
18000000,8.202057,0.0,81.0,4.9,148.0,Spy Hard,10535,1,0.4506
0,6.796858,0.0,30.0,7.5,223.0,A Close Shave,532,0,0.4989
0,4.386329,0.0,78.0,6.6,33.0,Force of Evil,26744,3,0.402
25000000,6.497591000000001,14048372.0,115.0,6.1,200.0,The Arrival,10547,3,0.3213
1800000,9.803980000000001,9440272.0,95.0,8.0,1472.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,0,0.5036
0,5.215992,0.0,100.0,7.1,73.0,Ashes of Time,40751,0,0.4238
0,7.6672839999999995,0.0,134.0,7.4,116.0,Stalingrad,11101,0,0.4558
45000000,8.079541,17300889.0,100.0,4.7,138.0,The Phantom,9826,1,0.4484
50000000,11.341502,113309743.0,115.0,4.4,210.0,Striptease,9879,1,0.4899
45000000,6.2872449999999995,58620973.0,113.0,5.9,340.0,Jack,7095,2,0.2973
0,2.771201,1814290.0,103.0,6.1,32.0,I Shot Andy Warhol,26890,3,0.3936
4000000,19.348466000000002,16491080.0,93.0,7.8,2737.0,Trainspotting,627,0,0.5132
75000000,17.634197,816969268.0,145.0,6.7,3334.0,Independence Day,602,4,0.6807
0,6.418805,0.0,116.0,6.6,99.0,Stealing Beauty,14553,3,0.3915
55000000,12.202063,18626419.0,116.0,5.7,202.0,The Fan,9566,2,0.3241
100000000,13.553999,100138851.0,91.0,6.8,1182.0,The Hunchback of Notre Dame,10545,2,0.375
47000000,7.586577,102825796.0,96.0,5.7,603.0,The Cable Guy,9894,2,0.2933
27000000,11.633347,25023434.0,113.0,6.7,248.0,Kingpin,11543,3,0.3194
100000000,6.919314,242295562.0,115.0,5.6,553.0,Eraser,9268,2,0.4019
54000000,9.651581,128769345.0,95.0,5.4,717.0,The Nutty Professor,9327,2,0.3148
80000000,11.995799,159212469.0,115.0,5.8,385.0,Daylight,11228,2,0.331
30000000,12.09096,29359216.0,110.0,6.7,413.0,The Frighteners,10779,3,0.3067
5000000,9.069963000000001,13269963.0,135.0,6.9,79.0,Lone Star,26748,0,0.3933
12000000,4.086563,0.0,100.0,5.7,47.0,Harriet the Spy,38223,3,0.3772
32000000,5.575991999999999,152036382.0,123.0,6.2,328.0,Phenomenon,9294,3,0.2907
3500000,10.827266,9482579.0,96.0,5.7,71.0,She's the One,11363,3,0.3959
40000000,13.309013,152266007.0,149.0,7.0,522.0,A Time to Kill,1645,0,0.3109
23000000,2.318141,0.0,109.0,5.2,32.0,Alaska,36344,1,0.4034
25000000,3.906949,17193231.0,98.0,5.2,49.0,Fled,18550,1,0.396
20000000,8.962892,0.0,93.0,3.6,60.0,Kazaam,11511,1,0.7444
30000000,3.521921,0.0,93.0,5.4,35.0,Larger Than Life,34170,1,0.3725
0,9.898696000000001,0.0,90.0,5.8,42.0,A Very Brady Sequel,12606,3,0.4057
0,7.523528,0.0,90.0,5.0,55.0,The Adventures of Pinocchio,18975,1,0.4853
13000000,9.490858,4619014.0,78.0,5.0,87.0,Joe's Apartment,11962,1,0.4499
26000000,10.177303,116400000.0,102.0,6.5,172.0,The First Wives Club,2925,3,0.3074
80000000,8.772188,309492681.0,117.0,6.4,482.0,Ransom,3595,2,0.3269
0,4.220058,21302121.0,86.0,5.4,51.0,High School High,9308,1,0.4342
50000000,15.874491,60209334.0,107.0,5.3,291.0,Chain Reaction,12123,1,0.346
36000000,10.034915,33459416.0,98.0,6.9,892.0,Matilda,10830,0,0.2968
6000000,6.593011,22231658.0,121.0,6.7,152.0,Emma,3573,3,0.3703
13000000,6.554678999999999,17917287.0,84.0,5.2,119.0,The Crow: City of Angels,10546,1,0.417
0,12.297782000000002,0.0,108.0,5.0,32.0,House Arrest,18862,1,0.484
0,9.935891,0.0,90.0,7.5,130.0,Eyes Without a Face,31417,0,0.4655
15000000,3.4504019999999995,5600000.0,87.0,5.0,63.0,Bordello of Blood,9431,1,0.4449
50000000,12.229381,42277365.0,97.0,5.6,381.0,Escape from L.A.,10061,2,0.3167
2962051,4.797674,3011195.0,108.0,6.6,97.0,Basquiat,549,3,0.3818
45000000,6.2496599999999995,53854588.0,135.0,5.9,152.0,Tin Cup,10478,2,0.3123
6000000,41.109264,245066411.0,175.0,8.5,6024.0,The Godfather,238,4,1.1943
0,8.593319000000001,0.0,90.0,6.1,34.0,Maybe... Maybe Not,159,3,0.3946
900000,6.751864,20483423.0,95.0,6.7,109.0,Police Story 3: Supercop,11134,3,0.3886
4500000,12.449574,7011317.0,108.0,6.9,203.0,Bound,9303,0,0.3841
53000000,2.289647,0.0,94.0,4.7,48.0,Gone Fishin',9054,1,0.4612
60000000,7.699967,33956608.0,110.0,5.8,130.0,The Relic,11015,2,0.3233
40000000,12.725342999999999,49627779.0,96.0,4.6,148.0,The Island of Dr. Moreau,9306,1,0.4622
32000000,2.523605,0.0,110.0,5.4,46.0,Bogus,3587,1,0.3684
25000000,7.859132000000001,22611954.0,84.0,5.4,164.0,Bulletproof,10723,1,0.3681
0,6.3724419999999995,0.0,71.0,6.1,86.0,The Land Before Time III: The Time of the Great Giving,19004,3,0.3987
5000000,8.768288,15116634.0,88.0,5.0,173.0,Halloween: The Curse of Michael Myers,10987,1,0.4602
3000000,14.373860999999998,0.0,170.0,6.1,41.0,For Whom the Bell Tolls,27854,3,0.4065
0,8.888069,0.0,112.0,7.7,196.0,The Philadelphia Story,981,0,0.4884
2540800,11.064858000000001,7200000.0,103.0,7.9,747.0,Singin' in the Rain,872,0,0.4891
2723903,5.5652029999999995,4500000.0,113.0,6.9,133.0,An American in Paris,2769,0,0.3948
0,5.461487,0.0,103.0,7.0,162.0,Funny Face,13320,0,0.4099
2500000,10.879289,9500000.0,110.0,7.6,1082.0,Breakfast at Tiffany's,164,0,0.434
2479000,18.20822,28000000.0,128.0,8.0,1162.0,Vertigo,426,0,0.499
1000000,17.911314,36764313.0,112.0,8.2,1531.0,Rear Window,567,0,0.5405
325000,6.465257,4500000.0,105.0,7.7,283.0,It Happened One Night,3078,0,0.4822
2068000,14.545058,0.0,114.0,7.2,73.0,Gaslight,13528,0,0.4254
4000000,12.410427,13275000.0,136.0,7.8,1062.0,North by Northwest,213,0,0.4647
3000000,11.994280999999999,25000000.0,125.0,8.1,498.0,The Apartment,284,0,0.5317
2883848,11.845107,25000000.0,122.0,8.0,835.0,Some Like It Hot,239,0,0.5015
4000000,7.098731,13474588.0,113.0,7.7,351.0,Charade,4808,0,0.4656
878000,13.916101000000001,10462500.0,102.0,7.9,1462.0,Casablanca,289,0,0.4868
375000,5.782544000000001,1000000.0,100.0,7.8,435.0,The Maltese Falcon,963,0,0.4921
17000000,12.494394,72070731.0,170.0,7.4,361.0,My Fair Lady,11113,0,0.4056
2238813,7.3597410000000005,10000000.0,113.0,7.4,284.0,Sabrina,6620,0,0.4334
1500000,11.954806,12000000.0,119.0,7.8,502.0,Roman Holiday,804,0,0.4829
0,7.331511,0.0,113.0,6.8,66.0,Meet Me in St. Louis,909,0,0.4019
2777000,22.064932000000002,33754967.0,102.0,7.4,1689.0,The Wizard of Oz,630,0,0.4067
4000000,14.240357000000001,400176459.0,238.0,7.7,995.0,Gone with the Wind,770,0,0.5733
0,2.9236720000000003,0.0,92.0,7.1,35.0,My Favorite Year,31044,0,0.4282
1752000,11.709777,5000000.0,110.0,8.2,533.0,Sunset Boulevard,599,0,0.5568
839727,15.811921,23217674.0,119.0,8.0,1244.0,Citizen Kane,15,0,0.5025
10500000,22.494622,68700000.0,149.0,7.9,3075.0,2001: A Space Odyssey,62,0,0.5417
1400000,12.063080000000001,63463.0,138.0,8.0,367.0,All About Eve,705,0,0.5317
1288000,8.590813,6000000.0,130.0,7.7,346.0,Rebecca,223,0,0.4781
0,9.955445,0.0,120.0,7.0,86.0,Foreign Correspondent,25670,0,0.4142
2000000,10.135111,24464742.0,102.0,7.8,345.0,Notorious,303,0,0.4856
1500000,5.47596,7000000.0,111.0,7.3,166.0,Spellbound,4174,0,0.4314
0,9.813419,0.0,111.0,7.1,101.0,An Affair to Remember,8356,0,0.4208
2500000,5.490505000000001,8750000.0,106.0,7.1,299.0,To Catch a Thief,381,0,0.401
0,2.4691669999999997,0.0,92.0,6.6,43.0,Father of the Bride,20758,3,0.3976
0,3.5739349999999996,0.0,112.0,7.1,46.0,The Band Wagon,29376,0,0.4255
1365000,5.120036,2279000.0,110.0,7.3,77.0,Ninotchka,1859,0,0.4382
0,8.196679,0.0,130.0,7.3,55.0,Love in the Afternoon,18299,0,0.4466
0,10.36311,0.0,116.0,6.1,68.0,Gigi,17281,3,0.3903
2033000,10.685036,3981000.0,102.0,7.6,170.0,The Adventures of Robin Hood,10907,0,0.4677
0,7.431939,0.0,94.0,7.1,39.0,The Mark of Zorro,32093,0,0.4264
1020000,9.884516,2000000.0,88.0,7.6,173.0,Laura,1939,0,0.4737
0,3.008607,0.0,104.0,7.3,59.0,The Ghost and Mrs. Muir,22292,0,0.4449
4000000,3.166544,0.0,97.0,6.8,42.0,Lost Horizon,3598,0,0.393
609000,7.122093,3202000.0,101.0,7.4,62.0,Top Hat,3080,0,0.4528
0,7.274947999999999,0.0,99.0,7.7,119.0,To Be or Not to Be,198,0,0.4936
0,5.480098,0.0,94.0,7.7,69.0,My Man Godfrey,13562,0,0.4978
5400000,10.864284,35000000.0,201.0,7.5,169.0,Giant,1712,0,0.493
1,6.4288300000000005,5.0,115.0,7.5,163.0,East of Eden,220,0,0.4621
226408,10.573867,1423000.0,93.0,7.4,97.0,The Thin Man,3529,0,0.453
0,9.88321,0.0,92.0,7.5,171.0,His Girl Friday,3085,0,0.4627
6000000,6.164226,42000000.0,167.0,6.5,85.0,Around the World in Eighty Days,2897,3,0.3854
3180000,15.031588000000001,9644124.0,130.0,8.0,1103.0,It's a Wonderful Life,1585,0,0.501
1500000,8.168694,9600000.0,129.0,7.9,245.0,Mr. Smith Goes to Washington,3083,0,0.5148
1073000,6.60577,0.0,102.0,7.6,201.0,Bringing Up Baby,900,0,0.4704
0,5.865697,0.0,86.0,7.4,217.0,The 39 Steps,260,0,0.4497
114000,14.384198000000001,30000000.0,96.0,7.5,591.0,Night of the Living Dead,10331,0,0.4362
1300000,6.636872,10750000.0,105.0,7.4,232.0,The African Queen,488,0,0.439
1000000,2.001733,0.0,89.0,6.2,31.0,Beat the Devil,22733,3,0.3918
3000000,11.794846000000001,17570324.0,108.0,7.6,168.0,Cat on a Hot Tin Roof,261,0,0.4618
0,10.750619,0.0,122.0,7.3,52.0,Meet John Doe,32574,0,0.4447
0,5.5111550000000005,0.0,107.0,6.6,114.0,Fly Away Home,11076,3,0.3905
25000000,7.370163000000001,51702483.0,100.0,5.3,104.0,Maximum Risk,10861,1,0.374
28000000,6.728199000000001,16900000.0,132.0,6.8,98.0,Michael Collins,1770,0,0.337
0,2.702973,0.0,107.0,6.8,45.0,Big Night,18203,0,0.4044
67000000,11.845918,47267001.0,101.0,6.2,263.0,Last Man Standing,9333,2,0.3085
9000000,6.85606,41590886.0,118.0,6.9,66.0,Set It Off,9400,0,0.3745
0,4.989276,0.0,104.0,5.9,73.0,2 Days in the Valley,9401,3,0.3974
38000000,4.990506,17380126.0,118.0,5.7,80.0,Extreme Measures,11306,3,0.3327
45000000,5.918737,0.0,92.0,4.7,102.0,The Glimmer Man,9625,1,0.4558
0,5.511475,22955097.0,104.0,5.3,99.0,D3: The Mighty Ducks,10680,1,0.4379
50000000,3.9984940000000004,22540359.0,113.0,5.9,62.0,The Chamber,6346,2,0.3195
0,4.040945,0.0,100.0,6.6,34.0,The Apple Dumpling Gang,18660,3,0.3963
0,7.1516910000000005,20000000.0,97.0,6.5,60.0,Escape to Witch Mountain,14821,3,0.3876
0,10.091707000000001,0.0,107.0,6.0,126.0,The Love Bug,14136,3,0.3893
0,4.914603,0.0,88.0,5.9,77.0,Herbie Rides Again,10869,3,0.3999
0,12.887829,0.0,83.0,7.0,68.0,Old Yeller,22660,0,0.4187
0,5.807074,0.0,129.0,6.8,92.0,The Parent Trap,19186,0,0.4032
0,3.254308,0.0,134.0,6.9,50.0,Pollyanna,31102,0,0.414
0,7.186506,0.0,84.0,6.6,218.0,Homeward Bound: The Incredible Journey,6878,3,0.3882
0,4.623089,0.0,126.0,7.0,88.0,Swiss Family Robinson,18444,0,0.4162
5000000,8.722406,28200000.0,127.0,6.9,160.0,"20,000 Leagues Under the Sea",173,0,0.3834
14000000,8.307210000000001,154864401.0,98.0,6.8,510.0,Cool Runnings,864,0,0.3238
0,10.892812,50236831.0,102.0,5.7,124.0,Angels in the Outfield,24795,3,0.3956
2900000,14.436857999999999,263591415.0,74.0,6.8,1760.0,Cinderella,11224,0,0.3559
0,8.702472,0.0,71.0,6.2,108.0,The Three Caballeros,15947,3,0.3953
3000000,10.636458,22182353.0,79.0,6.9,935.0,The Sword in the Stone,9078,0,0.3646
48000000,10.639244,390493908.0,143.0,6.6,937.0,Robin Hood: Prince of Thieves,8367,2,0.305
6000000,15.11549,102272727.0,139.0,7.4,1217.0,Mary Poppins,433,0,0.389
812000,14.655879,1600000.0,64.0,6.8,1206.0,Dumbo,11360,0,0.3736
10000000,7.644722,0.0,128.0,6.4,201.0,Pete's Dragon,11114,3,0.3543
20000000,10.362012,17900000.0,117.0,6.8,260.0,Bedknobs and Broomsticks,12335,0,0.3366
3000000,16.488937,572000000.0,75.0,7.0,1557.0,Alice in Wonderland,12092,0,0.4646
12000000,10.197106,29800000.0,82.0,7.0,884.0,The Fox and the Hound,10948,0,0.346
3000000,7.088533,0.0,110.0,6.5,95.0,Freeway,11229,3,0.3792
8200000,9.067730000000001,286214286.0,174.0,7.4,966.0,The Sound of Music,15121,0,0.414
28000000,16.640522,140767956.0,131.0,7.5,4005.0,Die Hard,562,2,0.5385
10000000,6.685948,32101000.0,108.0,5.4,198.0,The Lawnmower Man,10163,1,0.3908
4500000,11.223572,13417292.0,142.0,7.1,127.0,Secrets & Lies,11159,0,0.4097
0,8.685761,34585416.0,108.0,6.8,230.0,That Thing You Do!,9591,0,0.3855
0,5.766163,1500000.0,90.0,7.3,76.0,Beautiful Thing,10938,0,0.4449
65000000,14.482345,89456761.0,120.0,6.4,323.0,The Long Kiss Goodnight,11412,2,0.2978
50000000,10.789928,75000000.0,109.0,6.4,238.0,The Ghost and the Darkness,10586,2,0.2915
0,2.6538169999999996,0.0,112.0,6.9,33.0,Looking for Richard,42314,0,0.4112
0,3.464286,0.0,95.0,6.7,51.0,Trees Lounge,27845,3,0.4
7000000,3.3796769999999996,405000.0,123.0,6.6,38.0,Jude,25147,3,0.3761
20000000,9.649113,0.0,101.0,6.5,149.0,Everyone Says I Love You,9716,3,0.3349
14500000,11.774061,147298761.0,120.0,6.7,1406.0,Romeo + Juliet,454,0,0.3024
200000,6.578025,4505922.0,94.0,6.8,255.0,Swingers,10218,0,0.391
44000000,9.198283,165615285.0,147.0,7.3,729.0,Sleepers,819,0,0.3299
0,8.654244,0.0,81.0,6.1,494.0,Aladdin and the King of Thieves,11238,3,0.3733
0,3.433265,0.0,95.0,7.2,48.0,"Murder, My Sweet",1834,0,0.436
3000000,12.416635000000001,4000000.0,100.0,7.4,826.0,Willy Wonka & the Chocolate Factory,252,0,0.412
0,7.667964,0.0,100.0,7.5,126.0,The Innocents,16372,0,0.4643
2000000,6.048904,18344729.0,89.0,7.0,206.0,Sleeper,11561,0,0.3996
2000000,4.331819,11833696.0,82.0,6.7,167.0,Bananas,11302,3,0.3875
7500000,11.400352999999999,62493712.0,108.0,7.1,576.0,A Fish Called Wanda,623,0,0.3647
4000000,10.714172999999999,20045115.0,94.0,7.7,1230.0,Life of Brian,583,0,0.4428
0,5.378996,28215453.0,132.0,6.9,89.0,Victor/Victoria,12614,0,0.4048
0,11.862375,0.0,110.0,6.9,39.0,The Candidate,21711,0,0.4091
12000000,4.473326999999999,25333333.0,160.0,7.2,64.0,The Great Race,11575,0,0.4118
2500000,12.109198,50700000.0,111.0,7.6,384.0,Bonnie and Clyde,475,0,0.4466
1400000,7.853231,3000000.0,104.0,7.9,539.0,Dial M for Murder,521,0,0.5006
6000000,14.044122,213954274.0,100.0,7.1,1371.0,Dirty Dancing,88,0,0.351
1200000,12.22034,14661007.0,99.0,8.1,3821.0,Reservoir Dogs,500,0,0.6843
6000000,18.206972,138530565.0,120.0,7.5,1236.0,Platoon,792,0,0.3948
6500000,8.051891,30218387.0,97.0,6.4,255.0,Weekend at Bernie's,8491,3,0.3533
49000000,16.628427,352927224.0,127.0,6.5,869.0,Basic Instinct,402,2,0.2886
38000000,7.829619,34416893.0,140.0,6.7,285.0,The Doors,10537,3,0.3118
